Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2024-12-07 00:00:00,France,France,FR,11.19,25.18,97.29,35.58,opendata.reseaux-energies.fr,false,
2024-12-08 00:00:00,France,France,FR,12.61,26.65,97.04,33.99,opendata.reseaux-energies.fr,false,
2024-12-09 00:00:00,France,France,FR,18.61,32.50,96.23,31.60,opendata.reseaux-energies.fr,false,
2024-12-10 00:00:00,France,France,FR,38.48,57.01,91.47,26.64,opendata.reseaux-energies.fr,false,
2024-12-11 00:00:00,France,France,FR,48.51,68.92,89.38,24.05,opendata.reseaux-energies.fr,false,
2024-12-12 00:00:00,France,France,FR,50.97,72.03,88.62,22.62,opendata.reseaux-energies.fr,false,
2024-12-13 00:00:00,France,France,FR,53.24,74.76,88.14,21.33,opendata.reseaux-energies.fr,false,
2024-12-14 00:00:00,France,France,FR,30.33,47.62,92.89,20.08,opendata.reseaux-energies.fr,false,
2024-12-15 00:00:00,France,France,FR,14.56,28.70,96.71,23.13,opendata.reseaux-energies.fr,false,
2024-12-16 00:00:00,France,France,FR,23.51,38.26,95.28,23.74,opendata.reseaux-energies.fr,false,
2024-12-17 00:00:00,France,France,FR,30.20,46.16,93.57,22.59,opendata.reseaux-energies.fr,false,
2024-12-18 00:00:00,France,France,FR,11.68,25.32,97.16,30.53,opendata.reseaux-energies.fr,false,
2024-12-19 00:00:00,France,France,FR,11.42,24.39,97.40,31.76,opendata.reseaux-energies.fr,false,
2024-12-20 00:00:00,France,France,FR,15.01,28.17,96.85,27.96,opendata.reseaux-energies.fr,false,
2024-12-21 00:00:00,France,France,FR,12.05,26.20,97.08,30.91,opendata.reseaux-energies.fr,false,
2024-12-22 00:00:00,France,France,FR,12.78,27.08,97.00,36.93,opendata.reseaux-energies.fr,false,
2024-12-23 00:00:00,France,France,FR,13.97,27.84,96.80,30.27,opendata.reseaux-energies.fr,false,
2024-12-24 00:00:00,France,France,FR,14.82,27.97,96.73,23.53,opendata.reseaux-energies.fr,false,
2024-12-25 00:00:00,France,France,FR,14.03,27.42,96.76,19.59,opendata.reseaux-energies.fr,false,
2024-12-26 00:00:00,France,France,FR,16.89,30.22,96.14,21.41,opendata.reseaux-energies.fr,false,
2024-12-27 00:00:00,France,France,FR,29.06,45.44,93.12,21.29,opendata.reseaux-energies.fr,false,
2024-12-28 00:00:00,France,France,FR,33.87,52.29,91.98,20.08,opendata.reseaux-energies.fr,false,
2024-12-29 00:00:00,France,France,FR,21.90,37.13,94.95,19.59,opendata.reseaux-energies.fr,false,
2024-12-30 00:00:00,France,France,FR,30.98,48.26,93.41,21.66,opendata.reseaux-energies.fr,false,
2024-12-31 00:00:00,France,France,FR,19.15,34.48,95.48,24.46,opendata.reseaux-energies.fr,false,
